,0,1,2,3,4
1152,489,33,315,412,258
1153,791,239,105,562,582
1154,174,953,835,501,196
1155,833,656,382,637,713
1156,669,754,461,227,175
1157,103,969,755,575,272
1158,917,184,465,341,96
1159,290,489,355,200,948
1160,786,337,884,666,716
1161,724,261,401,874,720
1162,830,735,892,758,112
1163,567,816,33,347,193
1164,469,661,580,48,215
1165,324,877,481,525,607
1166,328,538,47,656,204
1167,205,39,266,622,324
1168,931,511,813,673,320
1169,162,509,27,472,29
1170,636,119,63,725,907
1171,532,151,693,934,18
1172,932,558,551,906,122
1173,38,663,92,471,765
1174,483,397,732,408,736
1175,762,315,53,244,800
1176,980,475,851,636,6
1177,532,169,860,979,765
1178,127,109,967,709,831
1179,518,344,985,16,838
1180,912,280,756,5,189
1181,983,30,580,683,324
1182,545,202,405,477,240
1183,397,903,149,195,746
1184,906,205,203,736,473
1185,362,966,203,273,654
1186,889,875,521,955,505
1187,403,167,296,855,920
1188,812,667,416,411,978
1189,252,79,163,794,531
1190,623,184,372,633,755
1191,206,544,491,605,234
1192,517,727,118,960,470
1193,393,716,327,737,586
1194,421,842,998,408,368
1195,544,652,226,905,495
1196,582,446,498,753,739
1197,293,822,799,869,192
1198,697,917,569,609,119
1199,960,708,818,575,336
1200,994,541,708,94,664
1201,316,774,575,39,643
1202,252,213,763,570,268
1203,514,754,398,789,444
1204,811,838,774,960,585
1205,33,898,369,455,35
1206,397,664,562,965,194
1207,184,620,344,680,917
1208,4,965,705,442,986
1209,927,94,683,941,541
1210,30,703,406,536,29
1211,951,260,940,606,22
1212,391,479,992,921,254
1213,212,455,574,282,889
1214,430,381,18,107,932
1215,959,591,542,735,263
1216,143,627,540,992,289
1217,146,518,602,504,422
1218,226,356,830,389,877
1219,487,39,902,625,91
1220,355,777,862,566,300
1221,905,902,947,913,149
1222,814,808,902,10,806
1223,60,867,521,266,188
1224,498,280,403,340,816
1225,853,359,789,410,473
1226,284,276,880,830,536
1227,881,874,310,881,782
1228,830,776,973,540,748
1229,997,509,263,61,978
1230,274,26,64,401,515
1231,171,820,441,501,173
1232,570,691,619,624,198
1233,555,802,77,987,228
1234,627,33,616,630,887
1235,59,212,740,6,813
1236,538,884,281,240,813
1237,97,208,182,436,731
1238,869,719,382,430,311
1239,250,135,440,609,972
1240,868,643,510,67,838
1241,373,895,167,733,721
1242,839,853,258,996,863
1243,477,740,681,600,455
1244,484,254,731,830,842
1245,61,225,115,761,925
1246,721,482,876,139,339
1247,99,876,451,945,675
1248,44,364,70,212,766
1249,509,862,178,220,208
1250,366,797,559,106,775
1251,133,218,745,655,986
1252,541,364,409,338,961
1253,944,643,229,866,90
1254,491,180,93,198,84
1255,755,257,202,643,35
1256,328,134,161,261,619
1257,399,445,747,424,633
1258,505,203,236,959,227
1259,40,433,238,828,85
1260,995,859,377,579,470
1261,928,471,769,310,23
1262,165,328,668,513,124
1263,97,558,537,86,701
1264,3,806,735,986,890
1265,450,406,713,902,338
1266,89,503,614,397,146
1267,295,502,359,688,521
1268,357,422,265,102,807
1269,288,547,185,484,176
1270,327,840,440,339,114
1271,785,928,206,850,736
1272,752,380,820,202,574
1273,899,792,710,621,172
1274,171,607,990,240,587
1275,354,209,281,37,394
1276,86,133,69,378,60
1277,649,65,801,809,747
1278,365,117,249,43,182
1279,412,743,970,254,932
1280,795,644,521,740,633
1281,587,306,755,987,79
1282,952,772,313,657,938
1283,157,920,41,268,269
1284,170,204,762,702,118
1285,240,962,599,977,456
1286,34,425,990,119,58
1287,871,444,350,160,496
1288,50,15,922,156,595
1289,173,757,296,254,854
1290,826,225,546,918,85
1291,456,780,348,347,710
1292,143,848,619,307,458
1293,825,362,688,976,767
1294,294,13,223,813,538
1295,69,323,284,421,232
1296,44,340,31,424,16
1297,149,613,141,306,185
1298,597,459,25,112,263
1299,321,147,434,392,843
1300,590,721,521,96,186
1301,211,60,7,933,349
1302,814,313,601,736,148
1303,518,854,642,789,890
1304,576,521,303,305,35
1305,323,255,322,653,771
1306,681,63,164,491,71
1307,182,402,425,275,379
1308,176,694,296,455,581
1309,826,759,487,614,117
1310,690,100,88,869,788
1311,968,565,10,103,748
1312,919,190,602,885,698
1313,408,546,858,343,409
1314,746,466,724,980,94
1315,210,267,358,46,745
1316,720,534,44,173,293
1317,563,812,293,490,187
1318,864,519,909,395,242
1319,489,540,703,971,543
1320,799,190,389,962,698
1321,48,394,421,871,997
1322,176,687,655,83,649
1323,819,709,381,25,813
1324,551,841,16,686,45
1325,565,623,778,597,784
1326,707,32,63,560,391
1327,627,609,902,568,466
1328,456,384,431,560,330
1329,887,163,588,18,553
1330,858,630,378,74,603
1331,231,66,656,948,705
1332,903,878,368,179,103
1333,651,3,96,376,143
1334,805,20,305,813,492
1335,787,944,52,134,732
1336,992,538,319,561,228
1337,107,770,351,750,43
1338,653,962,220,770,862
1339,961,253,706,260,987
1340,755,441,607,834,703
1341,309,534,809,941,158
1342,228,571,946,572,756
1343,101,594,798,86,40
1344,428,666,185,77,214
1345,260,345,547,465,809
1346,858,530,228,227,471
1347,436,943,184,671,142
1348,679,542,256,767,344
1349,39,428,592,962,747
1350,199,87,430,932,434
1351,417,367,478,383,39
1352,953,139,286,200,811
1353,312,229,211,664,452
1354,364,674,198,403,313
1355,41,139,843,303,809
1356,892,798,105,690,486
1357,465,282,248,454,419
1358,378,595,271,556,445
1359,289,120,237,198,716
1360,257,257,375,616,632
1361,391,634,803,494,307
1362,9,470,391,548,651
1363,75,343,82,903,248
1364,992,686,173,808,620
1365,681,995,780,357,823
1366,603,735,957,417,748
1367,290,385,314,455,334
1368,208,189,824,903,724
1369,126,279,63,43,440
1370,250,338,860,249,296
1371,365,990,254,942,725
1372,514,686,426,48,331
1373,530,799,136,19,221
1374,492,584,195,430,408
1375,584,659,474,130,435
1376,417,986,770,83,847
1377,762,140,425,42,309
1378,163,418,869,629,487
1379,729,397,125,720,577
1380,194,968,941,332,577
1381,86,280,115,607,407
1382,813,638,194,356,894
1383,584,251,730,26,362
1384,47,992,841,159,650
1385,562,693,313,323,871
1386,121,338,998,90,253
1387,75,489,222,132,519
1388,749,748,553,365,145
1389,305,895,668,256,872
1390,810,199,862,66,453
1391,761,525,754,776,872
1392,281,938,927,186,499
1393,505,748,519,221,76
1394,46,896,277,450,290
1395,592,595,362,577,977
1396,967,980,118,194,674
1397,177,853,136,956,438
1398,803,31,746,403,619
1399,508,97,57,189,407
1400,701,506,291,150,472
1401,667,111,765,668,311
1402,274,940,490,818,716
1403,313,148,352,89,124
1404,497,949,342,854,580
1405,123,79,650,717,970
1406,148,402,888,86,277
1407,212,281,596,611,295
1408,293,983,275,949,102
1409,448,80,503,240,310
1410,22,944,984,88,690
1411,830,688,290,670,520
1412,437,5,87,616,866
1413,504,805,306,187,422
1414,367,721,347,875,126
1415,719,138,966,19,747
1416,689,430,965,862,927
1417,947,806,692,340,411
1418,953,415,965,717,340
1419,437,988,539,475,793
1420,339,775,771,58,382
1421,515,53,599,493,278
1422,842,824,880,608,432
1423,845,359,256,282,173
1424,184,740,118,476,6
1425,320,233,783,473,476
1426,736,881,132,462,532
1427,519,688,426,98,438
1428,793,100,915,535,38
1429,308,842,433,25,111
1430,673,59,574,730,165
1431,454,28,89,147,378
1432,828,372,766,374,563
1433,297,647,860,388,17
1434,839,390,145,391,195
1435,423,324,51,567,620
1436,142,109,711,648,798
1437,278,226,101,605,323
1438,309,877,114,678,509
1439,669,165,73,210,569
1440,607,910,927,78,570
1441,621,966,710,875,213
1442,255,991,93,88,490
1443,936,947,688,479,813
1444,515,90,549,511,572
1445,515,519,606,428,930
1446,322,116,789,144,257
1447,194,335,253,865,460
1448,500,166,112,681,549
1449,10,568,917,386,674
1450,166,430,723,244,55
1451,862,224,610,650,390
1452,883,403,735,259,780
1453,698,767,128,963,937
1454,643,377,33,200,290
1455,927,170,224,993,211
1456,246,887,21,77,102
1457,256,435,782,887,310
1458,420,513,767,626,466
1459,541,484,331,8,408
1460,217,73,961,117,235
1461,440,343,275,304,393
1462,940,672,423,166,80
1463,663,908,415,826,894
1464,310,359,994,499,828
1465,983,557,592,767,824
1466,274,850,133,304,939
1467,738,934,564,456,783
1468,473,200,643,329,625
1469,818,907,77,485,631
1470,462,127,823,68,829
1471,823,285,208,608,63
1472,706,314,760,612,671
1473,72,564,471,738,908
1474,635,846,147,530,282
1475,81,804,995,173,234
1476,354,184,756,193,95
1477,328,391,545,452,957
1478,291,206,396,156,899
1479,73,116,519,420,614
1480,7,661,282,795,455
1481,462,675,997,908,351
1482,348,884,2,822,375
1483,720,410,31,997,451
1484,667,127,543,564,899
1485,830,97,247,837,575
1486,322,776,235,821,249
1487,301,214,705,217,754
1488,622,105,77,130,181
1489,808,66,324,979,188
1490,63,909,317,644,431
1491,439,969,464,639,993
1492,221,414,438,70,843
1493,803,413,805,268,899
1494,256,852,976,450,917
1495,543,485,278,518,872
1496,259,663,790,437,646
1497,2,890,204,259,233
1498,353,153,631,350,88
1499,594,585,466,453,467
1500,971,372,110,629,30
1501,895,244,871,680,797
1502,170,912,12,382,476
1503,122,208,429,325,791
1504,39,904,376,466,725
1505,634,326,903,29,483
1506,628,303,623,858,781
1507,657,263,698,803,240
1508,998,8,977,106,722
1509,848,58,324,277,369
1510,934,825,364,888,783
1511,987,560,506,689,243
1512,601,124,498,534,632
1513,305,923,763,638,296
1514,463,72,694,935,677
1515,236,323,325,894,158
1516,746,104,27,780,910
1517,658,467,815,131,916
1518,787,267,608,741,172
1519,296,698,600,199,625
1520,697,197,882,753,550
1521,250,415,807,818,783
1522,571,472,633,995,287
1523,91,155,306,58,777
1524,209,766,683,472,205
1525,159,103,43,560,812
1526,411,515,968,452,224
1527,871,449,274,443,190
1528,520,44,948,319,33
1529,573,399,348,936,877
1530,435,437,512,854,958
1531,121,875,990,4,757
1532,457,780,127,853,408
1533,591,593,634,611,233
1534,583,412,843,284,1
1535,665,411,562,822,495
1536,813,7,577,579,49
1537,224,917,920,202,758
1538,997,36,522,127,125
1539,450,282,148,31,541
1540,330,713,431,246,723
1541,111,971,834,476,907
1542,954,850,565,62,210
1543,846,464,92,588,213
1544,351,919,709,923,122
1545,574,512,425,661,574
1546,839,505,591,402,192
1547,328,387,70,531,255
1548,565,979,598,407,175
1549,856,818,929,295,246
1550,93,586,229,153,273
1551,729,223,288,387,542
1552,666,840,168,919,733
1553,780,285,415,807,667
1554,477,140,222,968,436
1555,53,726,223,713,771
1556,379,523,195,501,418
1557,342,696,131,561,624
1558,495,410,129,699,283
1559,619,179,428,519,886
1560,220,481,897,152,927
1561,723,681,859,548,238
1562,541,115,82,323,373
1563,583,406,633,115,367
1564,639,960,731,925,677
1565,377,220,972,683,99
1566,288,33,582,819,358
1567,139,711,337,631,784
1568,80,18,126,614,924
1569,191,560,120,16,850
1570,682,177,55,62,678
1571,522,637,689,929,590
1572,151,986,869,326,201
1573,826,478,262,898,380
1574,9,517,859,783,758
1575,408,997,73,984,391
1576,27,873,493,2,159
1577,587,452,54,185,464
1578,976,808,685,304,994
1579,252,193,533,309,634
1580,986,631,583,810,748
1581,26,166,969,779,317
1582,622,985,605,501,286
1583,514,991,62,793,466
1584,618,875,956,549,415
1585,969,112,123,675,314
1586,155,726,813,821,671
1587,274,189,209,471,831
1588,981,806,745,893,676
1589,104,647,106,351,844
1590,31,337,149,560,29
1591,646,44,829,789,805
1592,719,271,480,323,229
1593,819,145,260,342,226
1594,17,920,623,726,508
1595,715,615,75,436,908
1596,439,495,691,360,179
1597,686,554,182,511,136
1598,429,100,851,466,681
1599,676,628,785,547,118
1600,335,553,466,172,324
1601,681,297,352,63,64
1602,533,425,916,448,126
1603,537,878,119,727,236
1604,404,747,363,647,589
1605,543,817,623,467,296
1606,965,4,678,400,884
1607,383,270,134,244,417
1608,414,338,522,846,687
1609,323,737,580,718,785
1610,157,375,861,35,159
1611,148,851,2,494,115
1612,385,394,77,499,265
1613,682,678,490,524,411
1614,197,933,352,472,972
1615,248,353,837,686,726
1616,938,808,625,509,694
1617,896,744,78,51,696
1618,191,156,719,782,225
1619,256,69,149,740,431
1620,802,12,715,266,717
1621,103,878,771,486,343
1622,350,654,865,979,860
1623,253,746,493,680,235
1624,137,558,656,191,42
1625,985,998,608,170,184
1626,954,829,958,116,830
1627,482,711,865,51,118
1628,541,81,500,101,629
1629,253,618,477,623,85
1630,583,907,314,945,938
1631,114,705,511,359,325
1632,974,748,148,497,940
1633,238,470,276,550,218
1634,867,488,644,958,366
1635,249,237,20,286,567
1636,283,596,700,281,628
1637,247,382,318,642,117
1638,813,172,131,378,689
1639,962,693,861,720,67
1640,615,720,861,181,506
1641,187,312,738,985,462
1642,58,858,227,235,544
1643,74,773,733,382,229
1644,222,643,524,172,941
1645,153,63,305,431,631
1646,445,558,610,30,668
1647,602,576,211,432,968
1648,464,55,623,537,396
1649,893,877,941,671,110
1650,247,945,749,18,771
1651,231,855,826,686,996
1652,47,919,613,661,948
1653,69,719,291,504,350
1654,767,85,274,802,130
1655,550,982,484,747,72
1656,404,161,851,659,11
1657,397,489,439,482,350
1658,305,287,413,479,80
1659,10,836,903,963,272
1660,548,625,103,65,847
1661,259,71,48,602,776
1662,183,20,70,233,297
1663,33,27,285,354,169
1664,432,378,954,117,684
1665,454,546,684,416,675
1666,172,11,307,835,671
1667,193,584,321,870,547
1668,207,411,428,682,186
1669,974,639,937,803,803
1670,968,39,894,269,130
1671,624,271,150,395,702
1672,728,529,688,128,942
1673,549,771,247,655,200
1674,638,498,681,751,252
1675,909,877,985,174,908
1676,132,235,908,926,574
1677,43,430,389,282,914
1678,877,879,83,710,427
1679,778,410,869,138,247
1680,435,152,434,785,340
1681,159,435,426,890,411
1682,997,969,291,818,284
1683,654,266,538,643,442
1684,45,338,242,245,827
1685,220,465,140,917,841
1686,88,257,238,912,945
1687,283,525,276,69,853
1688,759,54,195,387,128
1689,51,930,739,829,676
1690,508,812,235,641,705
1691,885,183,81,370,173
1692,251,59,308,528,256
1693,288,222,309,404,883
1694,800,654,780,2,460
1695,603,537,784,611,188
1696,408,66,154,880,508
1697,380,781,261,800,890
1698,694,243,785,791,334
1699,869,180,935,796,589
1700,905,690,306,515,125
1701,12,366,120,404,793
1702,517,446,621,496,527
1703,737,786,226,368,648
1704,545,802,219,766,797
1705,206,610,27,399,803
1706,586,501,208,123,600
1707,500,765,439,405,630
1708,217,829,999,348,877
1709,24,921,599,189,917
1710,894,759,719,16,848
1711,766,605,105,920,277
1712,970,331,337,602,240
1713,304,202,338,125,914
1714,956,546,141,821,610
1715,173,133,527,525,962
1716,237,908,711,397,282
1717,486,980,869,439,338
1718,867,282,759,581,911
1719,365,812,695,999,607
1720,717,189,888,832,56
1721,928,142,244,445,288
1722,810,920,895,440,911
1723,701,214,156,492,607
1724,190,729,689,250,906
1725,277,663,851,577,796
1726,497,29,377,409,433
1727,51,585,414,351,801
1728,742,713,434,840,331
1729,924,664,609,955,949
1730,52,9,339,51,362
1731,737,951,279,320,724
1732,897,560,783,986,920
1733,917,578,330,553,72
1734,290,253,129,66,536
1735,875,282,449,309,267
1736,666,473,2,505,738
1737,98,256,346,451,475
1738,246,776,850,958,172
1739,899,108,895,746,308
1740,773,775,850,212,747
1741,619,626,103,193,275
1742,536,874,752,946,340
1743,412,528,967,611,596
1744,72,397,912,123,813
1745,839,370,165,336,961
1746,101,151,972,436,568
1747,941,892,941,671,41
1748,782,197,576,512,739
1749,633,258,845,791,967
1750,133,260,613,726,484
1751,240,514,590,425,964
1752,290,686,346,177,357
1753,942,657,196,735,924
1754,773,426,96,139,72
1755,515,237,901,513,367
1756,527,454,779,890,117
1757,898,664,928,304,96
1758,852,718,119,525,763
1759,894,319,8,772,961
1760,15,834,29,693,970
1761,11,51,366,861,223
1762,164,794,788,351,143
1763,887,539,456,727,250
1764,860,432,385,205,379
1765,187,887,864,256,723
1766,49,288,275,33,492
1767,654,290,999,330,5
1768,149,686,408,483,603
1769,841,659,706,258,315
1770,581,345,810,184,391
1771,276,617,503,165,12
1772,159,714,967,830,924
1773,912,850,825,25,831
1774,436,78,156,579,305
1775,625,794,830,340,175
1776,501,215,783,494,757
1777,977,76,619,200,484
1778,791,991,833,87,33
1779,692,847,413,87,190
1780,89,466,814,624,565
1781,207,33,944,172,687
1782,314,13,697,675,958
1783,397,869,783,732,443
1784,812,537,578,628,659
1785,300,927,391,182,988
1786,921,364,643,91,567
1787,530,636,719,249,229
1788,399,649,28,920,821
1789,119,625,329,787,936
1790,843,711,619,309,345
1791,728,853,111,185,955
1792,659,246,954,995,833
1793,336,572,919,744,865
1794,404,897,857,306,258
1795,948,972,375,287,416
1796,124,506,183,965,393
1797,710,11,500,849,414
1798,814,997,43,931,507
1799,105,937,241,322,417
1800,967,447,181,915,182
1801,18,511,92,215,616
1802,554,283,408,719,256
1803,250,697,563,841,873
1804,410,694,4,785,406
1805,730,291,173,722,120
1806,284,978,802,420,928
1807,160,483,957,463,921
1808,298,771,986,845,476
1809,541,201,897,59,197
1810,638,350,544,929,738
1811,259,384,99,508,357
1812,645,2,1,53,460
1813,725,455,80,787,567
1814,744,220,627,590,33
1815,271,68,154,761,758
1816,666,423,343,918,783
1817,805,464,901,162,488
1818,567,46,272,893,165
1819,107,616,294,514,532
1820,222,202,415,308,381
1821,211,643,489,439,245
1822,836,176,740,91,123
1823,890,715,24,263,618
1824,978,410,506,424,748
1825,786,876,275,464,31
1826,734,462,724,401,781
1827,647,31,5,91,712
1828,40,910,175,728,414
1829,860,321,684,207,771
1830,791,962,239,187,330
1831,85,778,921,277,704
1832,270,962,90,760,161
1833,484,672,371,734,786
1834,275,342,381,344,105
1835,180,464,134,988,12
1836,181,766,431,605,500
1837,853,576,741,262,242
1838,206,357,693,844,366
1839,962,919,899,246,535
1840,925,330,113,668,348
1841,572,383,963,893,597
1842,977,978,327,971,989
1843,146,522,80,180,367
1844,770,957,988,704,115
1845,610,265,314,179,351
1846,680,535,580,521,399
1847,582,400,474,31,537
1848,566,520,15,125,278
1849,135,770,212,113,16
1850,654,434,670,647,286
1851,308,320,281,692,969
1852,644,823,656,812,731
1853,862,410,494,468,131
1854,292,442,58,177,477
1855,935,972,92,746,503
1856,479,222,308,35,343
1857,572,251,807,240,817
1858,779,759,50,491,319
1859,947,510,106,554,471
1860,889,615,723,565,952
1861,697,834,143,846,689
1862,436,104,334,43,460
1863,180,365,739,313,761
1864,560,541,872,105,128
1865,397,947,333,87,904
1866,867,939,820,184,556
1867,347,773,196,173,894
1868,965,766,312,339,461
1869,476,486,737,154,126
1870,193,753,732,545,840
1871,48,766,756,852,914
1872,185,119,740,908,905
1873,396,701,199,947,901
1874,620,823,993,508,127
1875,996,532,62,458,165
1876,302,315,949,636,304
1877,317,62,630,692,583
1878,812,353,47,105,637
1879,603,188,827,137,312
1880,32,150,162,330,832
1881,353,454,825,926,90
1882,552,300,101,12,778
1883,493,375,232,276,305
1884,585,477,296,95,629
1885,65,439,819,642,666
1886,385,184,278,164,262
1887,307,224,327,750,912
1888,511,576,421,199,11
1889,36,986,932,525,893
1890,737,418,982,821,816
1891,350,604,834,473,661
1892,716,131,416,401,218
1893,173,579,289,40,502
1894,174,477,483,897,67
1895,601,338,147,308,787
1896,836,754,553,741,130
1897,707,790,200,1,540
1898,767,526,292,706,952
1899,197,439,474,318,226
1900,197,766,948,84,141
1901,125,303,802,729,675
1902,401,820,926,4,890
1903,984,720,789,724,656
1904,943,400,115,426,795
1905,675,106,878,377,428
1906,211,128,51,435,29
1907,69,715,37,7,968
1908,54,162,493,939,334
1909,437,960,423,614,512
1910,191,113,345,278,707
1911,491,964,51,375,676
1912,360,459,492,659,930
1913,141,903,477,664,394
1914,248,719,660,698,58
1915,243,247,702,487,749
1916,931,566,172,348,15
1917,205,226,419,321,851
1918,574,69,814,122,618
1919,363,341,932,325,648
1920,834,523,790,83,71
1921,318,375,483,389,401
1922,584,626,822,657,579
1923,934,101,665,566,908
1924,163,733,754,511,739
1925,323,140,326,853,174
1926,815,196,487,747,677
1927,589,167,264,837,111
1928,489,502,538,457,914
1929,942,881,537,313,475
1930,831,655,518,234,383
1931,228,36,852,50,659
1932,577,406,2,382,685
1933,384,21,771,819,114
1934,400,639,503,852,667
1935,441,434,949,277,8
1936,100,538,892,862,312
1937,300,973,495,961,186
1938,620,403,864,709,819
1939,521,896,613,829,113
1940,571,3,58,361,207
1941,330,935,566,777,734
1942,403,692,860,319,752
1943,74,667,624,35,482
1944,430,664,782,534,420
1945,655,134,213,991,759
1946,628,315,927,578,246
1947,18,879,343,196,444
1948,970,617,705,416,215
1949,288,296,450,282,374
1950,855,272,419,886,965
1951,575,127,178,654,94
1952,166,915,471,628,16
1953,791,202,969,936,438
1954,954,331,651,752,394
1955,971,128,503,792,483
1956,940,563,27,771,524
1957,406,39,932,564,308
1958,299,355,838,365,183
1959,919,582,131,59,390
1960,24,308,205,182,802
1961,315,247,464,442,996
1962,329,390,891,188,4
1963,667,817,159,319,19
1964,912,783,295,223,355
1965,410,729,252,313,742
1966,43,190,38,592,388
1967,807,337,96,894,911
1968,98,768,291,375,953
1969,124,845,870,364,741
1970,724,496,774,738,53
1971,910,628,489,740,344
1972,245,91,176,530,677
1973,23,64,350,179,115
1974,100,193,673,534,722
1975,148,564,729,824,606
1976,101,866,752,208,165
1977,905,399,364,645,493
1978,564,663,17,925,781
1979,464,481,983,890,600
1980,49,605,666,438,899
1981,446,445,714,130,641
1982,147,851,266,198,871
1983,982,608,962,264,793
1984,307,547,94,580,816
1985,357,939,410,933,749
1986,603,404,937,969,486
1987,438,584,458,949,935
1988,116,187,608,186,357
1989,743,976,612,940,431
1990,801,688,726,864,416
1991,156,487,286,479,251
1992,984,560,262,225,63
1993,133,930,498,791,957
1994,199,6,698,790,781
1995,839,968,975,882,712
1996,744,845,451,761,835
1997,135,64,975,474,884
1998,430,938,222,823,493
1999,273,284,471,95,777
2000,666,985,13,976,235
2001,51,715,61,771,625
2002,112,688,448,369,932
2003,787,641,364,602,452
2004,827,310,502,211,562
2005,338,405,806,395,304
2006,7,566,155,341,987
2007,94,491,849,807,702
2008,887,128,259,350,190
2009,27,719,166,661,669
2010,321,453,727,638,156
2011,941,75,711,899,932
2012,905,682,297,900,179
2013,953,547,995,793,449
2014,995,662,563,100,922
2015,34,941,429,728,424
2016,87,202,289,478,766
2017,513,608,686,740,830
2018,360,16,761,900,568
2019,438,114,29,13,598
2020,196,954,324,232,228
2021,876,636,583,868,231
2022,895,416,980,781,38
2023,80,601,827,945,4
2024,369,12,274,25,622
2025,896,355,278,916,283
2026,458,84,225,137,357
2027,20,152,634,911,921
2028,616,399,124,657,11
2029,566,341,98,36,253
2030,786,892,426,524,155
2031,973,144,976,246,439
2032,514,203,515,158,736
2033,319,516,830,739,130
2034,757,567,538,625,342
2035,220,972,75,714,956
2036,431,419,141,223,371
2037,309,152,615,218,544
2038,868,466,680,518,900
2039,291,442,707,329,724
2040,176,273,24,344,792
2041,835,412,968,183,360
2042,248,45,660,428,606
2043,36,882,487,520,645
2044,770,217,404,624,509
2045,535,324,362,219,522
2046,716,19,998,456,284
2047,935,224,866,460,105
2048,514,922,997,362,435
2049,282,218,226,73,939
2050,282,830,533,549,63
2051,80,549,325,480,54
2052,118,190,110,678,784
2053,574,255,856,893,435
2054,731,247,116,323,329
2055,579,156,469,858,343
2056,617,918,849,280,533
2057,521,431,155,812,637
2058,892,588,3,228,63
2059,83,611,749,320,143
2060,819,225,967,705,985
2061,802,671,958,552,457
2062,733,803,501,155,903
2063,692,165,225,56,211
2064,816,262,648,529,161
2065,679,995,485,210,288
2066,204,217,141,806,506
2067,759,424,317,555,526
2068,131,327,543,858,565
2069,462,16,429,306,284
2070,941,741,86,747,196
2071,306,172,245,954,998
2072,380,25,960,77,270
2073,867,688,425,751,666
2074,425,995,13,25,185
2075,555,611,134,983,330
2076,34,147,963,938,712
2077,63,571,625,12,249
2078,582,277,562,326,32
2079,701,838,187,241,410
2080,544,401,116,352,612
2081,485,359,54,968,302
2082,715,123,351,122,485
2083,622,383,38,120,420
2084,92,958,529,557,569
2085,196,843,957,881,449
2086,356,642,747,6,605
2087,340,852,491,782,8
2088,897,512,169,731,828
2089,865,589,107,508,573
2090,199,170,423,829,573
2091,347,367,107,145,662
2092,568,924,887,232,409
2093,152,886,329,63,96
2094,169,680,316,342,267
2095,487,970,921,65,923
2096,697,24,233,184,14
2097,979,284,584,190,253
2098,260,56,169,985,566
2099,141,621,202,307,12
2100,788,535,360,810,348
2101,912,893,745,941,603
2102,345,329,121,294,779
2103,504,182,807,833,933
2104,756,405,516,873,651
2105,999,190,866,838,891
2106,143,718,857,716,770
2107,583,640,945,540,589
2108,909,957,297,47,935
2109,709,284,707,576,457
2110,189,669,958,628,700
2111,747,900,649,741,794
2112,611,622,922,790,655
2113,502,885,18,468,928
2114,167,591,572,847,829
2115,342,450,472,41,435
2116,530,958,999,479,348
2117,674,648,380,888,466
2118,511,794,851,375,162
2119,808,852,107,857,57
2120,611,275,87,619,790
2121,383,76,360,311,736
2122,160,322,575,356,324
2123,964,585,163,178,585
2124,572,130,460,690,92
2125,199,298,972,709,55
2126,587,748,179,239,815
2127,270,158,851,822,712
2128,875,807,321,346,382
2129,949,390,845,460,485
2130,981,590,294,154,927
2131,654,223,240,528,336
2132,62,859,754,723,353
2133,588,511,621,517,316
2134,855,386,120,508,189
2135,1,944,798,243,942
2136,651,80,743,891,160
2137,539,868,8,716,433
2138,861,49,589,633,629
2139,364,787,410,662,969
2140,332,636,809,225,459
2141,451,679,222,177,927
2142,796,435,678,71,968
2143,268,969,132,558,220
2144,649,248,612,624,796
2145,589,888,88,441,313
2146,591,299,378,161,537
2147,626,104,831,615,515
2148,830,291,385,862,255
2149,97,933,286,932,657
2150,155,984,133,454,872
2151,268,240,12,914,718
2152,601,468,345,195,370
2153,141,356,712,83,426
2154,752,343,497,115,981
2155,374,965,129,333,3
2156,80,832,334,448,540
2157,448,422,213,33,376
2158,621,76,516,578,597
2159,767,276,294,936,853
2160,809,571,42,309,645
2161,319,615,307,608,574
2162,105,627,299,66,152
2163,643,523,872,606,688
2164,558,317,497,869,860
2165,505,635,462,122,423
2166,568,780,809,629,161
2167,793,981,805,722,276
2168,103,428,858,954,371
2169,744,675,350,92,730
2170,881,106,412,333,882
2171,130,277,445,392,166
2172,614,34,667,370,353
2173,593,764,602,747,459
2174,272,863,574,642,702
2175,218,755,310,160,108
2176,275,273,70,71,255
2177,591,775,298,406,850
2178,792,930,883,538,472
2179,491,818,72,283,951
2180,332,423,884,314,880
2181,381,613,896,320,818
2182,916,596,391,565,77
2183,990,553,258,853,468
2184,844,250,542,509,137
2185,443,466,174,277,58
2186,705,945,40,834,139
2187,582,30,689,552,178
2188,394,263,499,408,495
2189,898,862,646,881,966
2190,73,652,921,278,876
2191,955,537,858,930,536
2192,976,729,41,810,857
2193,99,945,370,802,765
2194,635,763,848,252,229
2195,879,407,526,649,425
2196,102,558,817,978,199
2197,826,139,372,399,762
2198,347,698,268,608,566
2199,981,409,215,534,403
2200,395,406,482,48,540
2201,780,1,754,871,338
2202,981,907,569,256,493
2203,397,488,65,947,363
2204,173,520,24,344,435
2205,867,641,920,66,19
2206,982,197,72,985,175
2207,543,591,165,958,984
2208,510,138,63,653,797
2209,925,711,811,532,799
2210,603,24,32,567,970
2211,347,510,458,833,171
2212,505,521,288,40,266
2213,169,853,100,616,812
2214,28,570,145,53,802
2215,239,492,527,382,818
2216,38,438,508,234,858
2217,114,290,329,179,546
2218,917,866,738,390,853
2219,845,202,869,866,759
2220,469,326,491,666,691
2221,923,911,507,60,187
2222,126,866,699,34,164
2223,105,785,849,578,642
2224,343,669,570,630,558
2225,456,287,987,653,440
2226,27,952,55,824,365
2227,35,516,840,27,911
