,Survived,SibSp,Parch,Fare,Idade,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
354,0,0,0,7.225,29.110028876809448,False,True,True,False,False,0.0,0.0,1.0
355,0,0,0,9.5,28.0,False,True,False,False,True,0.0,0.0,1.0
356,1,0,1,55.0,22.0,True,False,False,False,True,1.0,0.0,0.0
357,0,0,0,13.0,38.0,True,False,False,False,True,0.0,1.0,0.0
358,1,0,0,7.8792,22.663215002089224,True,False,False,True,False,0.0,0.0,1.0
359,1,0,0,7.8792,22.663215002089224,True,False,False,True,False,0.0,0.0,1.0
360,0,1,4,27.9,40.0,False,True,False,False,True,0.0,0.0,1.0
361,0,1,0,27.7208,29.0,False,True,True,False,False,0.0,1.0,0.0
362,0,0,1,14.4542,45.0,True,False,True,False,False,0.0,0.0,1.0
363,0,0,0,7.05,35.0,False,True,False,False,True,0.0,0.0,1.0
364,0,1,0,15.5,25.038754013071685,False,True,False,True,False,0.0,0.0,1.0
365,0,0,0,7.25,30.0,False,True,False,False,True,0.0,0.0,1.0
366,1,1,0,75.25,60.0,True,False,True,False,False,1.0,0.0,0.0
367,1,0,0,7.2292,22.67226723358356,True,False,True,False,False,0.0,0.0,1.0
368,1,0,0,7.75,22.665014307180098,True,False,False,True,False,0.0,0.0,1.0
369,1,0,0,69.3,24.0,True,False,True,False,False,1.0,0.0,0.0
370,1,1,0,55.4417,25.0,False,True,True,False,False,1.0,0.0,0.0
371,0,1,0,6.4958,18.0,False,True,False,False,True,0.0,0.0,1.0
372,0,0,0,8.05,19.0,False,True,False,False,True,0.0,0.0,1.0
373,0,0,0,135.6333,22.0,False,True,True,False,False,1.0,0.0,0.0
374,0,3,1,21.075,3.0,True,False,False,False,True,0.0,0.0,1.0
375,1,1,0,82.1708,33.32585177536073,True,False,True,False,False,1.0,0.0,0.0
376,1,0,0,7.25,22.0,True,False,False,False,True,0.0,0.0,1.0
377,0,0,2,211.5,27.0,False,True,True,False,False,1.0,0.0,0.0
378,0,0,0,4.0125,20.0,False,True,True,False,False,0.0,0.0,1.0
379,0,0,0,7.775,19.0,False,True,False,False,True,0.0,0.0,1.0
380,1,0,0,227.525,42.0,True,False,True,False,False,1.0,0.0,0.0
381,1,0,2,15.7417,1.0,True,False,True,False,False,0.0,0.0,1.0
382,0,0,0,7.925,32.0,False,True,False,False,True,0.0,0.0,1.0
383,1,1,0,52.0,35.0,True,False,False,False,True,1.0,0.0,0.0
384,0,0,0,7.8958,29.100686973907298,False,True,False,False,True,0.0,0.0,1.0
385,0,0,0,73.5,18.0,False,True,False,False,True,0.0,1.0,0.0
386,0,5,2,46.9,1.0,False,True,False,False,True,0.0,0.0,1.0
387,1,0,0,13.0,36.0,True,False,False,False,True,0.0,1.0,0.0
388,0,0,0,7.7292,29.103007130471845,False,True,False,True,False,0.0,0.0,1.0
389,1,0,0,12.0,17.0,True,False,True,False,False,0.0,1.0,0.0
390,1,1,2,120.0,36.0,False,True,False,False,True,1.0,0.0,0.0
391,1,0,0,7.7958,21.0,False,True,False,False,True,0.0,0.0,1.0
392,0,2,0,7.925,28.0,False,True,False,False,True,0.0,0.0,1.0
393,1,1,0,113.275,23.0,True,False,True,False,False,1.0,0.0,0.0
394,1,0,2,16.7,24.0,True,False,False,False,True,0.0,0.0,1.0
395,0,0,0,7.7958,22.0,False,True,False,False,True,0.0,0.0,1.0
396,0,0,0,7.8542,31.0,True,False,False,False,True,0.0,0.0,1.0
397,0,0,0,26.0,46.0,False,True,False,False,True,0.0,1.0,0.0
398,0,0,0,10.5,23.0,False,True,False,False,True,0.0,1.0,0.0
399,1,0,0,12.65,28.0,True,False,False,False,True,0.0,1.0,0.0
400,1,0,0,7.925,39.0,False,True,False,False,True,0.0,0.0,1.0
401,0,0,0,8.05,26.0,False,True,False,False,True,0.0,0.0,1.0
402,0,1,0,9.825,21.0,True,False,False,False,True,0.0,0.0,1.0
403,0,1,0,15.85,28.0,False,True,False,False,True,0.0,0.0,1.0
404,0,0,0,8.6625,20.0,True,False,False,False,True,0.0,0.0,1.0
405,0,1,0,21.0,34.0,False,True,False,False,True,0.0,1.0,0.0
406,0,0,0,7.75,51.0,False,True,False,False,True,0.0,0.0,1.0
407,1,1,1,18.75,3.0,False,True,False,False,True,0.0,1.0,0.0
408,0,0,0,7.775,21.0,False,True,False,False,True,0.0,0.0,1.0
409,0,3,1,25.4667,16.153708292902856,True,False,False,False,True,0.0,0.0,1.0
410,0,0,0,7.8958,29.100686973907298,False,True,False,False,True,0.0,0.0,1.0
411,0,0,0,6.8583,29.115135728023247,False,True,False,True,False,0.0,0.0,1.0
412,1,1,0,90.0,33.0,True,False,False,True,False,1.0,0.0,0.0
413,0,0,0,0.0,37.03729414974612,False,True,False,False,True,0.0,1.0,0.0
414,1,0,0,7.925,44.0,False,True,False,False,True,0.0,0.0,1.0
415,0,0,0,8.05,29.098539506066643,True,False,False,False,True,0.0,0.0,1.0
416,1,1,1,32.5,34.0,True,False,False,False,True,0.0,1.0,0.0
417,1,0,2,13.0,18.0,True,False,False,False,True,0.0,1.0,0.0
418,0,0,0,13.0,30.0,False,True,False,False,True,0.0,1.0,0.0
419,0,0,2,24.15,10.0,True,False,False,False,True,0.0,0.0,1.0
420,0,0,0,7.8958,29.100686973907298,False,True,True,False,False,0.0,0.0,1.0
421,0,0,0,7.7333,21.0,False,True,False,True,False,0.0,0.0,1.0
422,0,0,0,7.875,29.0,False,True,False,False,True,0.0,0.0,1.0
423,0,1,1,14.4,28.0,True,False,False,False,True,0.0,0.0,1.0
424,0,1,1,20.2125,18.0,False,True,False,False,True,0.0,0.0,1.0
425,0,0,0,7.25,29.109680714059667,False,True,False,False,True,0.0,0.0,1.0
426,1,1,0,26.0,28.0,True,False,False,False,True,0.0,1.0,0.0
427,1,0,0,26.0,19.0,True,False,False,False,True,0.0,1.0,0.0
428,0,0,0,7.75,29.102717459064028,False,True,False,True,False,0.0,0.0,1.0
429,1,0,0,8.05,32.0,False,True,False,False,True,0.0,0.0,1.0
430,1,0,0,26.55,28.0,False,True,False,False,True,1.0,0.0,0.0
431,1,1,0,16.1,18.59269495519299,True,False,False,False,True,0.0,0.0,1.0
432,1,1,0,26.0,42.0,True,False,False,False,True,0.0,1.0,0.0
433,0,0,0,7.125,17.0,False,True,False,False,True,0.0,0.0,1.0
434,0,1,0,55.9,50.0,False,True,False,False,True,1.0,0.0,0.0
435,1,1,2,120.0,14.0,True,False,False,False,True,1.0,0.0,0.0
436,0,2,2,34.375,21.0,True,False,False,False,True,0.0,0.0,1.0
437,1,2,3,18.75,24.0,True,False,False,False,True,0.0,1.0,0.0
438,0,1,4,263.0,64.0,False,True,False,False,True,1.0,0.0,0.0
439,0,0,0,10.5,31.0,False,True,False,False,True,0.0,1.0,0.0
440,1,1,1,26.25,45.0,True,False,False,False,True,0.0,1.0,0.0
441,0,0,0,9.5,20.0,False,True,False,False,True,0.0,0.0,1.0
442,0,1,0,7.775,25.0,False,True,False,False,True,0.0,0.0,1.0
443,1,0,0,13.0,28.0,True,False,False,False,True,0.0,1.0,0.0
444,1,0,0,8.1125,22.65996594730826,False,True,False,False,True,0.0,0.0,1.0
445,1,0,2,81.8583,4.0,False,True,False,False,True,1.0,0.0,0.0
446,1,0,1,19.5,13.0,True,False,False,False,True,0.0,1.0,0.0
447,1,0,0,26.55,34.0,False,True,False,False,True,1.0,0.0,0.0
448,1,2,1,19.2583,5.0,True,False,True,False,False,0.0,0.0,1.0
449,1,0,0,30.5,52.0,False,True,False,False,True,1.0,0.0,0.0
450,0,1,2,27.75,36.0,False,True,False,False,True,0.0,1.0,0.0
451,0,1,0,19.9667,24.976548470893647,False,True,False,False,True,0.0,0.0,1.0
452,0,0,0,27.75,30.0,False,True,True,False,False,1.0,0.0,0.0
453,1,1,0,89.1042,49.0,False,True,True,False,False,1.0,0.0,0.0
454,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
455,1,0,0,7.8958,29.0,False,True,True,False,False,0.0,0.0,1.0
456,0,0,0,26.55,65.0,False,True,False,False,True,1.0,0.0,0.0
457,1,1,0,51.8625,33.74794061812935,True,False,False,False,True,1.0,0.0,0.0
458,1,0,0,10.5,50.0,True,False,False,False,True,0.0,1.0,0.0
459,0,0,0,7.75,29.102717459064028,False,True,False,True,False,0.0,0.0,1.0
460,1,0,0,26.55,48.0,False,True,False,False,True,1.0,0.0,0.0
461,0,0,0,8.05,34.0,False,True,False,False,True,0.0,0.0,1.0
462,0,0,0,38.5,47.0,False,True,False,False,True,1.0,0.0,0.0
463,0,0,0,13.0,48.0,False,True,False,False,True,0.0,1.0,0.0
464,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
465,0,0,0,7.05,38.0,False,True,False,False,True,0.0,0.0,1.0
466,0,0,0,0.0,37.03729414974612,False,True,False,False,True,0.0,1.0,0.0
467,0,0,0,26.55,56.0,False,True,False,False,True,1.0,0.0,0.0
468,0,0,0,7.725,29.10306562181381,False,True,False,True,False,0.0,0.0,1.0
469,1,2,1,19.2583,0.75,True,False,True,False,False,0.0,0.0,1.0
470,0,0,0,7.25,29.109680714059667,False,True,False,False,True,0.0,0.0,1.0
471,0,0,0,8.6625,38.0,False,True,False,False,True,0.0,0.0,1.0
472,1,1,2,27.75,33.0,True,False,False,False,True,0.0,1.0,0.0
473,1,0,0,13.7917,23.0,True,False,True,False,False,0.0,1.0,0.0
474,0,0,0,9.8375,22.0,True,False,False,False,True,0.0,0.0,1.0
475,0,0,0,52.0,44.13976186844943,False,True,False,False,True,1.0,0.0,0.0
476,0,1,0,21.0,34.0,False,True,False,False,True,0.0,1.0,0.0
477,0,1,0,7.0458,29.0,False,True,False,False,True,0.0,0.0,1.0
478,0,0,0,7.5208,22.0,False,True,False,False,True,0.0,0.0,1.0
479,1,0,1,12.2875,2.0,True,False,False,False,True,0.0,0.0,1.0
480,0,5,2,46.9,9.0,False,True,False,False,True,0.0,0.0,1.0
481,0,0,0,0.0,37.03729414974612,False,True,False,False,True,0.0,1.0,0.0
482,0,0,0,8.05,50.0,False,True,False,False,True,0.0,0.0,1.0
483,1,0,0,9.5875,63.0,True,False,False,False,True,0.0,0.0,1.0
484,1,1,0,91.0792,25.0,False,True,True,False,False,1.0,0.0,0.0
485,0,3,1,25.4667,16.153708292902856,True,False,False,False,True,0.0,0.0,1.0
486,1,1,0,90.0,35.0,True,False,False,False,True,1.0,0.0,0.0
487,0,0,0,29.7,58.0,False,True,True,False,False,1.0,0.0,0.0
488,0,0,0,8.05,30.0,False,True,False,False,True,0.0,0.0,1.0
489,1,1,1,15.9,9.0,False,True,False,False,True,0.0,0.0,1.0
490,0,1,0,19.9667,24.976548470893647,False,True,False,False,True,0.0,0.0,1.0
491,0,0,0,7.25,21.0,False,True,False,False,True,0.0,0.0,1.0
492,0,0,0,30.5,55.0,False,True,False,False,True,1.0,0.0,0.0
493,0,0,0,49.5042,29.0,False,True,True,False,False,1.0,0.0,0.0
494,0,0,0,8.05,21.0,False,True,False,False,True,0.0,0.0,1.0
495,0,0,0,14.4583,29.009294252089543,False,True,True,False,False,0.0,0.0,1.0
496,1,1,0,78.2667,54.0,True,False,True,False,False,1.0,0.0,0.0
497,0,0,0,15.1,29.000357610628143,False,True,False,False,True,0.0,0.0,1.0
498,0,1,2,151.55,25.0,True,False,False,False,True,1.0,0.0,0.0
499,0,0,0,7.7958,24.0,False,True,False,False,True,0.0,0.0,1.0
500,0,0,0,8.6625,17.0,False,True,False,False,True,0.0,0.0,1.0
501,0,0,0,7.75,21.0,True,False,False,True,False,0.0,0.0,1.0
502,0,0,0,7.6292,29.10439978147097,True,False,False,True,False,0.0,0.0,1.0
503,0,0,0,9.5875,37.0,True,False,False,False,True,0.0,0.0,1.0
504,1,0,0,86.5,16.0,True,False,False,False,True,1.0,0.0,0.0
505,0,1,0,108.9,18.0,False,True,True,False,False,1.0,0.0,0.0
506,1,0,2,26.0,33.0,True,False,False,False,True,0.0,1.0,0.0
507,1,0,0,26.55,38.05648839584349,False,True,False,False,True,1.0,0.0,0.0
508,0,0,0,22.525,28.0,False,True,False,False,True,0.0,0.0,1.0
509,1,0,0,56.4958,26.0,False,True,False,False,True,0.0,0.0,1.0
510,1,0,0,7.75,29.0,False,True,False,True,False,0.0,0.0,1.0
511,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
512,1,0,0,26.2875,36.0,False,True,False,False,True,1.0,0.0,0.0
513,1,1,0,59.4,54.0,True,False,True,False,False,1.0,0.0,0.0
514,0,0,0,7.4958,24.0,False,True,False,False,True,0.0,0.0,1.0
515,0,0,0,34.0208,47.0,False,True,False,False,True,1.0,0.0,0.0
516,1,0,0,10.5,34.0,True,False,False,False,True,0.0,1.0,0.0
517,0,0,0,24.15,28.874322695207088,False,True,False,True,False,0.0,0.0,1.0
518,1,1,0,26.0,36.0,True,False,False,False,True,0.0,1.0,0.0
519,0,0,0,7.8958,32.0,False,True,False,False,True,0.0,0.0,1.0
520,1,0,0,93.5,30.0,True,False,False,False,True,1.0,0.0,0.0
521,0,0,0,7.8958,22.0,False,True,False,False,True,0.0,0.0,1.0
522,0,0,0,7.225,29.110028876809448,False,True,True,False,False,0.0,0.0,1.0
523,1,0,1,57.9792,44.0,True,False,True,False,False,1.0,0.0,0.0
524,0,0,0,7.2292,29.109970385467484,False,True,True,False,False,0.0,0.0,1.0
525,0,0,0,7.75,40.5,False,True,False,True,False,0.0,0.0,1.0
526,1,0,0,10.5,50.0,True,False,False,False,True,0.0,1.0,0.0
527,0,0,0,221.7792,41.77533014333843,False,True,False,False,True,1.0,0.0,0.0
528,0,0,0,7.925,39.0,False,True,False,False,True,0.0,0.0,1.0
529,0,2,1,11.5,23.0,False,True,False,False,True,0.0,1.0,0.0
530,1,1,1,26.0,2.0,True,False,False,False,True,0.0,1.0,0.0
531,0,0,0,7.2292,29.109970385467484,False,True,True,False,False,0.0,0.0,1.0
532,0,1,1,7.2292,17.0,False,True,True,False,False,0.0,0.0,1.0
533,1,0,2,22.3583,20.79321489943677,True,False,True,False,False,0.0,0.0,1.0
534,0,0,0,8.6625,30.0,True,False,False,False,True,0.0,0.0,1.0
535,1,0,2,26.25,7.0,True,False,False,False,True,0.0,1.0,0.0
536,0,0,0,26.55,45.0,False,True,False,False,True,1.0,0.0,0.0
537,1,0,0,106.425,30.0,True,False,True,False,False,1.0,0.0,0.0
538,0,0,0,14.5,29.008713516622908,False,True,False,False,True,0.0,0.0,1.0
539,1,0,2,49.5,22.0,True,False,True,False,False,1.0,0.0,0.0
540,1,0,2,71.0,36.0,True,False,False,False,True,1.0,0.0,0.0
541,0,4,2,31.275,9.0,True,False,False,False,True,0.0,0.0,1.0
542,0,4,2,31.275,11.0,True,False,False,False,True,0.0,0.0,1.0
543,1,1,0,26.0,32.0,False,True,False,False,True,0.0,1.0,0.0
544,0,1,0,106.425,50.0,False,True,True,False,False,1.0,0.0,0.0
545,0,0,0,26.0,64.0,False,True,False,False,True,1.0,0.0,0.0
546,1,1,0,26.0,19.0,True,False,False,False,True,0.0,1.0,0.0
547,1,0,0,13.8625,30.40653475310812,False,True,True,False,False,0.0,1.0,0.0
548,0,1,1,20.525,33.0,False,True,False,False,True,0.0,0.0,1.0
549,1,1,1,36.75,8.0,False,True,False,False,True,0.0,1.0,0.0
550,1,0,2,110.8833,17.0,False,True,True,False,False,1.0,0.0,0.0
551,0,0,0,26.0,27.0,False,True,False,False,True,0.0,1.0,0.0
552,0,0,0,7.8292,29.10161447947272,False,True,False,True,False,0.0,0.0,1.0
553,1,0,0,7.225,22.0,False,True,True,False,False,0.0,0.0,1.0
554,1,0,0,7.775,22.0,True,False,False,False,True,0.0,0.0,1.0
555,0,0,0,26.55,62.0,False,True,False,False,True,1.0,0.0,0.0
556,1,1,0,39.6,48.0,True,False,True,False,False,1.0,0.0,0.0
557,0,0,0,227.525,41.69531120223056,False,True,True,False,False,1.0,0.0,0.0
558,1,1,1,79.65,39.0,True,False,False,False,True,1.0,0.0,0.0
559,1,1,0,17.4,36.0,True,False,False,False,True,0.0,0.0,1.0
560,0,0,0,7.75,29.102717459064028,False,True,False,True,False,0.0,0.0,1.0
561,0,0,0,7.8958,40.0,False,True,False,False,True,0.0,0.0,1.0
562,0,0,0,13.5,28.0,False,True,False,False,True,0.0,1.0,0.0
563,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
564,0,0,0,8.05,29.098539506066643,True,False,False,False,True,0.0,0.0,1.0
565,0,2,0,24.15,24.0,False,True,False,False,True,0.0,0.0,1.0
566,0,0,0,7.8958,19.0,False,True,False,False,True,0.0,0.0,1.0
567,0,0,4,21.075,29.0,True,False,False,False,True,0.0,0.0,1.0
568,0,0,0,7.2292,29.109970385467484,False,True,True,False,False,0.0,0.0,1.0
569,1,0,0,7.8542,32.0,False,True,False,False,True,0.0,0.0,1.0
570,1,0,0,10.5,62.0,False,True,False,False,True,0.0,1.0,0.0
571,1,2,0,51.4792,53.0,True,False,False,False,True,1.0,0.0,0.0
572,1,0,0,26.3875,36.0,False,True,False,False,True,1.0,0.0,0.0
573,1,0,0,7.75,22.665014307180098,True,False,False,True,False,0.0,0.0,1.0
574,0,0,0,8.05,16.0,False,True,False,False,True,0.0,0.0,1.0
575,0,0,0,14.5,19.0,False,True,False,False,True,0.0,0.0,1.0
576,1,0,0,13.0,34.0,True,False,False,False,True,0.0,1.0,0.0
577,1,1,0,55.9,39.0,True,False,False,False,True,1.0,0.0,0.0
578,0,1,0,14.4583,25.0532612585296,True,False,True,False,False,0.0,0.0,1.0
579,1,0,0,7.925,32.0,False,True,False,False,True,0.0,0.0,1.0
580,1,1,1,30.0,25.0,True,False,False,False,True,0.0,1.0,0.0
581,1,1,1,110.8833,39.0,True,False,True,False,False,1.0,0.0,0.0
582,0,0,0,26.0,54.0,False,True,False,False,True,0.0,1.0,0.0
583,0,0,0,40.125,36.0,False,True,True,False,False,1.0,0.0,0.0
584,0,0,0,8.7125,29.089313193197423,False,True,True,False,False,0.0,0.0,1.0
585,1,0,2,79.65,18.0,True,False,False,False,True,1.0,0.0,0.0
586,0,0,0,15.0,47.0,False,True,False,False,True,0.0,1.0,0.0
587,1,1,1,79.2,60.0,False,True,True,False,False,1.0,0.0,0.0
588,0,0,0,8.05,22.0,False,True,False,False,True,0.0,0.0,1.0
589,0,0,0,8.05,29.098539506066643,False,True,False,False,True,0.0,0.0,1.0
590,0,0,0,7.125,35.0,False,True,False,False,True,0.0,0.0,1.0
591,1,1,0,78.2667,52.0,True,False,True,False,False,1.0,0.0,0.0
592,0,0,0,7.25,47.0,False,True,False,False,True,0.0,0.0,1.0
593,0,0,2,7.75,27.434360687226267,True,False,False,True,False,0.0,0.0,1.0
594,0,1,0,26.0,37.0,False,True,False,False,True,0.0,1.0,0.0
595,0,1,1,24.15,36.0,False,True,False,False,True,0.0,0.0,1.0
596,1,0,0,33.0,30.14001616815005,True,False,False,False,True,0.0,1.0,0.0
597,0,0,0,0.0,49.0,False,True,False,False,True,0.0,0.0,1.0
598,0,0,0,7.225,29.110028876809448,False,True,True,False,False,0.0,0.0,1.0
599,1,1,0,56.9292,49.0,False,True,True,False,False,1.0,0.0,0.0
600,1,2,1,27.0,24.0,True,False,False,False,True,0.0,1.0,0.0
601,0,0,0,7.8958,29.100686973907298,False,True,False,False,True,0.0,0.0,1.0
602,0,0,0,42.4,44.27345636436568,False,True,False,False,True,1.0,0.0,0.0
603,0,0,0,8.05,44.0,False,True,False,False,True,0.0,0.0,1.0
604,1,0,0,26.55,35.0,False,True,True,False,False,1.0,0.0,0.0
605,0,1,0,15.55,36.0,False,True,False,False,True,0.0,0.0,1.0
606,0,0,0,7.8958,30.0,False,True,False,False,True,0.0,0.0,1.0
607,1,0,0,30.5,27.0,False,True,False,False,True,1.0,0.0,0.0
608,1,1,2,41.5792,22.0,True,False,True,False,False,0.0,1.0,0.0
609,1,0,0,153.4625,40.0,True,False,False,False,True,1.0,0.0,0.0
610,0,1,5,31.275,39.0,True,False,False,False,True,0.0,0.0,1.0
611,0,0,0,7.05,29.112466016057923,False,True,False,False,True,0.0,0.0,1.0
612,1,1,0,15.5,18.60105086118776,True,False,False,True,False,0.0,0.0,1.0
613,0,0,0,7.75,29.102717459064028,False,True,False,True,False,0.0,0.0,1.0
614,0,0,0,8.05,35.0,False,True,False,False,True,0.0,0.0,1.0
615,1,1,2,65.0,24.0,True,False,False,False,True,0.0,1.0,0.0
616,0,1,1,14.4,34.0,False,True,False,False,True,0.0,0.0,1.0
617,0,1,0,16.1,26.0,True,False,False,False,True,0.0,0.0,1.0
618,1,2,1,39.0,4.0,True,False,False,False,True,0.0,1.0,0.0
619,0,0,0,10.5,26.0,False,True,False,False,True,0.0,1.0,0.0
620,0,1,0,14.4542,27.0,False,True,True,False,False,0.0,0.0,1.0
621,1,1,0,52.5542,42.0,False,True,False,False,True,1.0,0.0,0.0
622,1,1,1,15.7417,20.0,False,True,True,False,False,0.0,0.0,1.0
623,0,0,0,7.8542,21.0,False,True,False,False,True,0.0,0.0,1.0
624,0,0,0,16.1,21.0,False,True,False,False,True,0.0,0.0,1.0
625,0,0,0,32.3208,61.0,False,True,False,False,True,1.0,0.0,0.0
626,0,0,0,12.35,57.0,False,True,False,True,False,0.0,1.0,0.0
627,1,0,0,77.9583,21.0,True,False,False,False,True,1.0,0.0,0.0
628,0,0,0,7.8958,26.0,False,True,False,False,True,0.0,0.0,1.0
629,0,0,0,7.7333,29.10295003178088,False,True,False,True,False,0.0,0.0,1.0
630,1,0,0,30.0,29.0,False,True,False,False,True,1.0,0.0,0.0
631,0,0,0,7.0542,51.0,False,True,False,False,True,0.0,0.0,1.0
632,1,0,0,30.5,32.0,False,True,True,False,False,1.0,0.0,0.0
633,0,0,0,0.0,44.86394038799582,False,True,False,False,True,1.0,0.0,0.0
634,0,3,2,27.9,9.0,True,False,False,False,True,0.0,0.0,1.0
635,1,0,0,13.0,28.0,True,False,False,False,True,0.0,1.0,0.0
636,0,0,0,7.925,32.0,False,True,False,False,True,0.0,0.0,1.0
637,0,1,1,26.25,31.0,False,True,False,False,True,0.0,1.0,0.0
638,0,0,5,39.6875,41.0,True,False,False,False,True,0.0,0.0,1.0
639,0,1,0,16.1,25.03039810707692,False,True,False,False,True,0.0,0.0,1.0
640,0,0,0,7.8542,20.0,False,True,False,False,True,0.0,0.0,1.0
641,1,0,0,69.3,24.0,True,False,True,False,False,1.0,0.0,0.0
642,0,3,2,27.9,2.0,True,False,False,False,True,0.0,0.0,1.0
643,1,0,0,56.4958,21.98615543644732,False,True,False,False,True,0.0,0.0,1.0
644,1,2,1,19.2583,0.75,True,False,True,False,False,0.0,0.0,1.0
645,1,1,0,76.7292,48.0,False,True,True,False,False,1.0,0.0,0.0
646,0,0,0,7.8958,19.0,False,True,False,False,True,0.0,0.0,1.0
647,1,0,0,35.5,56.0,False,True,True,False,False,1.0,0.0,0.0
648,0,0,0,7.55,29.105502761062283,False,True,False,False,True,0.0,0.0,1.0
649,1,0,0,7.55,23.0,True,False,False,False,True,0.0,0.0,1.0
650,0,0,0,7.8958,29.100686973907298,False,True,False,False,True,0.0,0.0,1.0
651,1,0,1,23.0,18.0,True,False,False,False,True,0.0,1.0,0.0
652,0,0,0,8.4333,21.0,False,True,False,False,True,0.0,0.0,1.0
653,1,0,0,7.8292,22.66391132758879,True,False,False,True,False,0.0,0.0,1.0
654,0,0,0,6.75,18.0,True,False,False,True,False,0.0,0.0,1.0
655,0,2,0,73.5,24.0,False,True,False,False,True,0.0,1.0,0.0
656,0,0,0,7.8958,29.100686973907298,False,True,False,False,True,0.0,0.0,1.0
657,0,1,1,15.5,32.0,True,False,False,True,False,0.0,0.0,1.0
658,0,0,0,13.0,23.0,False,True,False,False,True,0.0,1.0,0.0
659,0,0,2,113.275,58.0,False,True,True,False,False,1.0,0.0,0.0
660,1,2,0,133.65,50.0,False,True,False,False,True,1.0,0.0,0.0
661,0,0,0,7.225,40.0,False,True,True,False,False,0.0,0.0,1.0
662,0,0,0,25.5875,47.0,False,True,False,False,True,1.0,0.0,0.0
663,0,0,0,7.4958,36.0,False,True,False,False,True,0.0,0.0,1.0
664,1,1,0,7.925,20.0,False,True,False,False,True,0.0,0.0,1.0
665,0,2,0,73.5,32.0,False,True,False,False,True,0.0,1.0,0.0
666,0,0,0,13.0,25.0,False,True,False,False,True,0.0,1.0,0.0
667,0,0,0,7.775,29.102369296314244,False,True,False,False,True,0.0,0.0,1.0
668,0,0,0,8.05,43.0,False,True,False,False,True,0.0,0.0,1.0
669,1,1,0,52.0,33.746025723005545,True,False,False,False,True,1.0,0.0,0.0
670,1,1,1,39.0,40.0,True,False,False,False,True,0.0,1.0,0.0
671,0,1,0,52.0,31.0,False,True,False,False,True,1.0,0.0,0.0
672,0,0,0,10.5,70.0,False,True,False,False,True,0.0,1.0,0.0
673,1,0,0,13.0,31.0,False,True,False,False,True,0.0,1.0,0.0
674,0,0,0,0.0,37.03729414974612,False,True,False,False,True,0.0,1.0,0.0
675,0,0,0,7.775,18.0,False,True,False,False,True,0.0,0.0,1.0
676,0,0,0,8.05,24.5,False,True,False,False,True,0.0,0.0,1.0
677,1,0,0,9.8417,18.0,True,False,False,False,True,0.0,0.0,1.0
678,0,1,6,46.9,43.0,True,False,False,False,True,0.0,0.0,1.0
679,1,0,1,512.3292,36.0,False,True,True,False,False,1.0,0.0,0.0
680,0,0,0,8.1375,29.097320936442408,True,False,False,True,False,0.0,0.0,1.0
681,1,0,0,76.7292,27.0,False,True,True,False,False,1.0,0.0,0.0
682,0,0,0,9.225,20.0,False,True,False,False,True,0.0,0.0,1.0
683,0,5,2,46.9,14.0,False,True,False,False,True,0.0,0.0,1.0
684,0,1,1,39.0,60.0,False,True,False,False,True,0.0,1.0,0.0
685,0,1,2,41.5792,25.0,False,True,True,False,False,0.0,1.0,0.0
686,0,4,1,39.6875,14.0,False,True,False,False,True,0.0,0.0,1.0
687,0,0,0,10.1708,19.0,False,True,False,False,True,0.0,0.0,1.0
688,0,0,0,7.7958,18.0,False,True,False,False,True,0.0,0.0,1.0
689,1,0,1,211.3375,15.0,True,False,False,False,True,1.0,0.0,0.0
690,1,1,0,57.0,31.0,False,True,False,False,True,1.0,0.0,0.0
691,1,0,1,13.4167,4.0,True,False,True,False,False,0.0,0.0,1.0
692,1,0,0,56.4958,21.98615543644732,False,True,False,False,True,0.0,0.0,1.0
693,0,0,0,7.225,25.0,False,True,True,False,False,0.0,0.0,1.0
694,0,0,0,26.55,60.0,False,True,False,False,True,1.0,0.0,0.0
695,0,0,0,13.5,52.0,False,True,False,False,True,0.0,1.0,0.0
696,0,0,0,8.05,44.0,False,True,False,False,True,0.0,0.0,1.0
697,1,0,0,7.7333,22.665246879896955,True,False,False,True,False,0.0,0.0,1.0
698,0,1,1,110.8833,49.0,False,True,True,False,False,1.0,0.0,0.0
699,0,0,0,7.65,42.0,False,True,False,False,True,0.0,0.0,1.0
700,1,1,0,227.525,18.0,True,False,True,False,False,1.0,0.0,0.0
701,1,0,0,26.2875,35.0,False,True,False,False,True,1.0,0.0,0.0
702,0,0,1,14.4542,18.0,True,False,True,False,False,0.0,0.0,1.0
703,0,0,0,7.7417,25.0,False,True,False,True,False,0.0,0.0,1.0
704,0,1,0,7.8542,26.0,False,True,False,False,True,0.0,0.0,1.0
705,0,0,0,26.0,39.0,False,True,False,False,True,0.0,1.0,0.0
706,1,0,0,13.5,45.0,True,False,False,False,True,0.0,1.0,0.0
707,1,0,0,26.2875,42.0,False,True,False,False,True,1.0,0.0,0.0
708,1,0,0,151.55,22.0,True,False,False,False,True,1.0,0.0,0.0
